NCM,NCM_DESCRICAO_ORIGINAL,NCM_DESCRICAO_HIERARQUICA
84633000,- Máquinas para trabalhar arames e fios de metal,"Reatores, caldeiras, máquinas e aparelhos mecânicos - Máquinas para trabalhar arames e fios de metal"
84639010,De comando numérico,"Reatores, caldeiras, máquinas e aparelhos mecânicos - De comando numérico"
84639090,Outras,"Reatores, caldeiras, máquinas e aparelhos mecânicos - Outras"
84641000,- Máquinas para serrar,"Reatores, caldeiras, máquinas e aparelhos mecânicos - Máquinas para serrar"
84642010,Para vidro,"Reatores, caldeiras, máquinas e aparelhos mecânicos - Para vidro"
84642021,"De polir placas, para pavimentação ou revestimento, com oito ou mais cabeças","De polir placas, para pavimentação ou revestimento, com oito ou mais cabeças"
84642029,Outras,"Reatores, caldeiras, máquinas e aparelhos mecânicos - Outras"
84642090,Outras,"Reatores, caldeiras, máquinas e aparelhos mecânicos - Outras"
84649011,"De comando numérico, para retificar, fresar e perfurar","De comando numérico, para retificar, fresar e perfurar"
84649019,Outras,"Reatores, caldeiras, máquinas e aparelhos mecânicos - Outras"
84649090,Outras,"Reatores, caldeiras, máquinas e aparelhos mecânicos - Outras"
84651000,- Máquinas-ferramentas capazes de efetuar diferentes tipos de operações sem troca de ferramentas,"Reatores, caldeiras, máquinas e aparelhos mecânicos - Máquinas-ferramentas capazes de efetuar diferentes tipos de operações sem troca de ferramentas"
84652000,- Centros de usinagem (fabricação*),"Reatores, caldeiras, máquinas e aparelhos mecânicos - Centros de usinagem (fabricação*)"
84659110,De fita sem fim,"Reatores, caldeiras, máquinas e aparelhos mecânicos - De fita sem fim"
84659120,Circulares,"Reatores, caldeiras, máquinas e aparelhos mecânicos - Circulares"
84659190,Outras,"Reatores, caldeiras, máquinas e aparelhos mecânicos - Outras"
84659211,Fresadoras,"Reatores, caldeiras, máquinas e aparelhos mecânicos - Fresadoras"
84659219,Outras,"Reatores, caldeiras, máquinas e aparelhos mecânicos - Outras"
84659290,Outras,"Reatores, caldeiras, máquinas e aparelhos mecânicos - Outras"
84659310,Lixadeiras,"Reatores, caldeiras, máquinas e aparelhos mecânicos - Lixadeiras"
84659390,Outras,"Reatores, caldeiras, máquinas e aparelhos mecânicos - Outras"
84659400,-- Máquinas para arquear ou reunir,"Reatores, caldeiras, máquinas e aparelhos mecânicos - Máquinas para arquear ou reunir"
84659511,Para furar,"Reatores, caldeiras, máquinas e aparelhos mecânicos - Para furar"
84659512,Para escatelar,"Reatores, caldeiras, máquinas e aparelhos mecânicos - Para escatelar"
84659591,Para furar,"Reatores, caldeiras, máquinas e aparelhos mecânicos - Para furar"
84659592,Para escatelar,"Reatores, caldeiras, máquinas e aparelhos mecânicos - Para escatelar"
84659600,"-- Máquinas para fender, seccionar ou desenrolar","Reatores, caldeiras, máquinas e aparelhos mecânicos - Máquinas para fender, seccionar ou desenrolar"
84659900,-- Outras,"Reatores, caldeiras, máquinas e aparelhos mecânicos - Outras"
84661000,- Porta-ferramentas e fieiras de abertura automática,"Reatores, caldeiras, máquinas e aparelhos mecânicos - Porta-ferramentas e fieiras de abertura automática"
84662010,Para tornos,"Reatores, caldeiras, máquinas e aparelhos mecânicos - Para tornos"
84662090,Outros,"Reatores, caldeiras, máquinas e aparelhos mecânicos - Outros"
84663000,"- Dispositivos divisores e outros dispositivos especiais, para máquinas","Reatores, caldeiras, máquinas e aparelhos mecânicos - Dispositivos divisores e outros dispositivos especiais, para máquinas"
84669100,-- Para máquinas da posição 84.64,"Reatores, caldeiras, máquinas e aparelhos mecânicos - Para máquinas da posição 84.64"
84669200,-- Para máquinas da posição 84.65,"Reatores, caldeiras, máquinas e aparelhos mecânicos - Para máquinas da posição 84.65"
84669311,Para máquinas da subposição 8456.20,"Reatores, caldeiras, máquinas e aparelhos mecânicos - Para máquinas da subposição 8456.20"
84669319,Outras,"Reatores, caldeiras, máquinas e aparelhos mecânicos - Outras"
84669320,Para máquinas da posição 84.57,"Reatores, caldeiras, máquinas e aparelhos mecânicos - Para máquinas da posição 84.57"
84669330,Para máquinas da posição 84.58,"Reatores, caldeiras, máquinas e aparelhos mecânicos - Para máquinas da posição 84.58"
84669340,Para máquinas da posição 84.59,"Reatores, caldeiras, máquinas e aparelhos mecânicos - Para máquinas da posição 84.59"
84669350,Para máquinas da posição 84.60,"Reatores, caldeiras, máquinas e aparelhos mecânicos - Para máquinas da posição 84.60"
84669360,Para máquinas da posição 84.61,"Reatores, caldeiras, máquinas e aparelhos mecânicos - Para máquinas da posição 84.61"
84669410,Para máquinas das subposições 8462.11 ou 8462.19,"Reatores, caldeiras, máquinas e aparelhos mecânicos - Para máquinas das subposições 8462.11 ou 8462.19"
84669420,Para máquinas das subposições 8462.22 a 8462.29,"Reatores, caldeiras, máquinas e aparelhos mecânicos - Para máquinas das subposições 8462.22 a 8462.29"
84669490,Outras,"Reatores, caldeiras, máquinas e aparelhos mecânicos - Outras"
84671110,Furadeiras,"Reatores, caldeiras, máquinas e aparelhos mecânicos - Furadeiras"
84671190,Outras,"Reatores, caldeiras, máquinas e aparelhos mecânicos - Outras"
84671900,-- Outras,"Reatores, caldeiras, máquinas e aparelhos mecânicos - Outras"
84672100,"-- Furadeiras (perfuradoras) de qualquer espécie, incluindo as rotativas","Reatores, caldeiras, máquinas e aparelhos mecânicos - Furadeiras (perfuradoras) de qualquer espécie, incluindo as rotativas"
84672200,-- Serras,"Reatores, caldeiras, máquinas e aparelhos mecânicos - Serras"
84672910,Tesouras,"Reatores, caldeiras, máquinas e aparelhos mecânicos - Tesouras"
84672991,Cortadoras de tecidos,"Reatores, caldeiras, máquinas e aparelhos mecânicos - Cortadoras de tecidos"
84672992,Parafusadeiras e rosqueadeiras,"Reatores, caldeiras, máquinas e aparelhos mecânicos - Parafusadeiras e rosqueadeiras"
84672993,Martelos,"Reatores, caldeiras, máquinas e aparelhos mecânicos - Martelos"
84672999,Outras,"Reatores, caldeiras, máquinas e aparelhos mecânicos - Outras"
84678100,-- Serras de corrente,"Reatores, caldeiras, máquinas e aparelhos mecânicos - Serras de corrente"
84678900,-- Outras,"Reatores, caldeiras, máquinas e aparelhos mecânicos - Outras"
84679100,-- De serras de corrente,"Reatores, caldeiras, máquinas e aparelhos mecânicos - De serras de corrente"
84679200,-- De ferramentas pneumáticas,"Reatores, caldeiras, máquinas e aparelhos mecânicos - De ferramentas pneumáticas"
84679900,-- Outras,"Reatores, caldeiras, máquinas e aparelhos mecânicos - Outras"
84681000,- Maçaricos de uso manual,"Reatores, caldeiras, máquinas e aparelhos mecânicos - Maçaricos de uso manual"
84682000,- Outras máquinas e aparelhos a gás,"Reatores, caldeiras, máquinas e aparelhos mecânicos - Outras máquinas e aparelhos a gás"
84688010,Para soldar por fricção,"Reatores, caldeiras, máquinas e aparelhos mecânicos - Para soldar por fricção"
84688090,Outras,"Reatores, caldeiras, máquinas e aparelhos mecânicos - Outras"
84689010,De maçaricos de uso manual,"Reatores, caldeiras, máquinas e aparelhos mecânicos - De maçaricos de uso manual"
84689020,De máquinas ou aparelhos para soldar por fricção,"Reatores, caldeiras, máquinas e aparelhos mecânicos - De máquinas ou aparelhos para soldar por fricção"
84689090,Outras,"Reatores, caldeiras, máquinas e aparelhos mecânicos - Outras"
84701000,"- Calculadoras eletrônicas capazes de funcionar sem fonte externa de energia elétrica e máquinas de bolso com função de cálculo incorporada que permitam gravar, reproduzir e visualizar informações","Reatores, caldeiras, máquinas e aparelhos mecânicos - Calculadoras eletrônicas capazes de funcionar sem fonte externa de energia elétrica e máquinas de bolso com função de cálculo incorporada que permitam gravar, reproduzir e visualizar informações"
84701000,Calculadora equipada com sintetizador de voz,"Reatores, caldeiras, máquinas e aparelhos mecânicos - Calculadora equipada com sintetizador de voz"
84702100,-- Com dispositivo impressor incorporado,"Reatores, caldeiras, máquinas e aparelhos mecânicos - Com dispositivo impressor incorporado"
84702900,-- Outras,"Reatores, caldeiras, máquinas e aparelhos mecânicos - Outras"
84703000,- Outras máquinas de calcular,"Reatores, caldeiras, máquinas e aparelhos mecânicos - Outras máquinas de calcular"
84705010,Eletrônicas,"Reatores, caldeiras, máquinas e aparelhos mecânicos - Eletrônicas"
84705010,Terminal ponto de venda ou terminal de captura de dados,Terminal ponto de venda ou terminal de captura de dados
84705090,Outras,"Reatores, caldeiras, máquinas e aparelhos mecânicos - Outras"
84709010,Máquinas de franquear correspondência,"Reatores, caldeiras, máquinas e aparelhos mecânicos - Máquinas de franquear correspondência"
84709090,Outras,"Reatores, caldeiras, máquinas e aparelhos mecânicos - Outras"
84713011,"De peso inferior a 350 g, com tela de área não superior a 140 cm2","De peso inferior a 350 g, com tela de área não superior a 140 cm2"
84713012,"De peso inferior a 3,5 kg, com tela de área superior a 140 cm2, mas inferior a 560 cm2","De peso inferior a 3,5 kg, com tela de área superior a 140 cm2, mas inferior a 560 cm2"
84713019,Outras,"Reatores, caldeiras, máquinas e aparelhos mecânicos - Outras"
84713090,Outras,"Reatores, caldeiras, máquinas e aparelhos mecânicos - Outras"
84714100,"-- Que contenham, no mesmo corpo, pelo menos uma unidade central de processamento e, mesmo combinadas, uma unidade de entrada e uma unidade de saída","Reatores, caldeiras, máquinas e aparelhos mecânicos - Que contenham, no mesmo corpo, pelo menos uma unidade central de processamento e, mesmo combinadas, uma unidade de entrada e uma unidade de saída"
84714900,"-- Outras, apresentadas sob a forma de sistemas","Reatores, caldeiras, máquinas e aparelhos mecânicos - Outras, apresentadas sob a forma de sistemas"
84715010,"De pequena capacidade, baseadas em microprocessadores, com capacidade de instalação, dentro do mesmo gabinete, de unidades de memória da subposição 8471.70, podendo conter múltiplos conectores de expansão (slots), e valor FOB inferior ou igual a US$ 12.500,00, por unidade","De pequena capacidade, baseadas em microprocessadores, com capacidade de instalação, dentro do mesmo gabinete, de unidades de memória da subposição 8471.70, podendo conter múltiplos conectores de expansão (slots), e valor FOB inferior ou igual a US$ 12.500,00, por unidade"
84715020,"De média capacidade, podendo conter no máximo uma unidade de entrada e outra de saída da subposição 8471.60, com capacidade de instalação, dentro do mesmo gabinete, de unidades de memória da subposição 8471.70, podendo conter múltiplos conectores de expansão (slots), e valor FOB superior a US$ 12.500,00, mas não superior a US$ 46.000,00, por unidade","De média capacidade, podendo conter no máximo uma unidade de entrada e outra de saída da subposição 8471.60, com capacidade de instalação, dentro do mesmo gabinete, de unidades de memória da subposição 8471.70, podendo conter múltiplos conectores de expansão (slots), e valor FOB superior a US$ 12.500,00, mas não superior a US$ 46.000,00, por unidade"
84715030,"De grande capacidade, podendo conter no máximo uma unidade de entrada e outra de saída da subposição 8471.60, com capacidade de instalação interna, ou em módulos separados do gabinete do processador central, de unidades de memória da subposição 8471.70, e valor FOB superior a US$ 46.000,00, mas não superior a US$ 100.000,00, por unidade","De grande capacidade, podendo conter no máximo uma unidade de entrada e outra de saída da subposição 8471.60, com capacidade de instalação interna, ou em módulos separados do gabinete do processador central, de unidades de memória da subposição 8471.70, e valor FOB superior a US$ 46.000,00, mas não superior a US$ 100.000,00, por unidade"
84715040,"De muito grande capacidade, podendo conter no máximo uma unidade de entrada e outra de saída da subposição 8471.60, com capacidade de instalação interna, ou em módulos separados do gabinete do processador central, de unidades de memória da subposição 8471.70, e valor FOB superior a US$ 100.000,00, por unidade","De muito grande capacidade, podendo conter no máximo uma unidade de entrada e outra de saída da subposição 8471.60, com capacidade de instalação interna, ou em módulos separados do gabinete do processador central, de unidades de memória da subposição 8471.70, e valor FOB superior a US$ 100.000,00, por unidade"
84715090,Outras,"Reatores, caldeiras, máquinas e aparelhos mecânicos - Outras"
84716052,Teclados,"Reatores, caldeiras, máquinas e aparelhos mecânicos - Teclados"
84716052,Com colmeia,"Reatores, caldeiras, máquinas e aparelhos mecânicos - Com colmeia"
84716053,Acionador de pressão,"Reatores, caldeiras, máquinas e aparelhos mecânicos - Acionador de pressão"
84716053,Indicador ou apontador (mouse) com entrada para acionador,Indicador ou apontador (mouse) com entrada para acionador
84716053,"Indicadores ou apontadores (mouse e track-ball, por exemplo)","Indicadores ou apontadores (mouse e track-ball, por exemplo)"
84716054,Mesas digitalizadoras,"Reatores, caldeiras, máquinas e aparelhos mecânicos - Mesas digitalizadoras"
84716059,Outras,"Reatores, caldeiras, máquinas e aparelhos mecânicos - Outras"
84716061,Com unidade de saída por vídeo monocromático,"Reatores, caldeiras, máquinas e aparelhos mecânicos - Com unidade de saída por vídeo monocromático"
84716062,Com unidade de saída por vídeo policromático,"Reatores, caldeiras, máquinas e aparelhos mecânicos - Com unidade de saída por vídeo policromático"
84716080,Terminais de auto-atendimento bancário,"Reatores, caldeiras, máquinas e aparelhos mecânicos - Terminais de auto-atendimento bancário"
84716090,Outras,"Reatores, caldeiras, máquinas e aparelhos mecânicos - Outras"
84716090,Linha Braille,"Reatores, caldeiras, máquinas e aparelhos mecânicos - Linha Braille"
84717010,Discos rígidos,"Reatores, caldeiras, máquinas e aparelhos mecânicos - Discos rígidos"
84717010,De discos magnéticos,"Reatores, caldeiras, máquinas e aparelhos mecânicos - De discos magnéticos"
84717020,De discos para leitura ou gravação de dados por meios ópticos (unidade de disco óptico),De discos para leitura ou gravação de dados por meios ópticos (unidade de disco óptico)
84717030,De fitas magnéticas,"Reatores, caldeiras, máquinas e aparelhos mecânicos - De fitas magnéticas"
84717040,De estado sólido (SSD - Solid-State Drive),De estado sólido (SSD - Solid-State Drive)
84717090,"Outras, incluídas as combinações de unidades de, pelo menos, dois dos itens precedentes","Outras, incluídas as combinações de unidades de, pelo menos, dois dos itens precedentes"
84718000,- Outras unidades de máquinas automáticas para processamento de dados,"Reatores, caldeiras, máquinas e aparelhos mecânicos - Outras unidades de máquinas automáticas para processamento de dados"
84719011,De cartões magnéticos,"Reatores, caldeiras, máquinas e aparelhos mecânicos - De cartões magnéticos"
84719012,Leitores de códigos de barras,"Reatores, caldeiras, máquinas e aparelhos mecânicos - Leitores de códigos de barras"
84719013,Leitores de caracteres magnetizáveis,"Reatores, caldeiras, máquinas e aparelhos mecânicos - Leitores de caracteres magnetizáveis"
84719014,Digitalizadores de imagens (scanners),Digitalizadores de imagens (scanners)
84719014,Equipados com sintetizador de voz,"Reatores, caldeiras, máquinas e aparelhos mecânicos - Equipados com sintetizador de voz"
84719019,Outros,"Reatores, caldeiras, máquinas e aparelhos mecânicos - Outros"
84719090,Outros,"Reatores, caldeiras, máquinas e aparelhos mecânicos - Outros"
84721000,- Duplicadores,"Reatores, caldeiras, máquinas e aparelhos mecânicos - Duplicadores"
84721000,Duplicador Braille,"Reatores, caldeiras, máquinas e aparelhos mecânicos - Duplicador Braille"
84723010,Máquinas automáticas para obliterar selos postais,"Reatores, caldeiras, máquinas e aparelhos mecânicos - Máquinas automáticas para obliterar selos postais"
84723020,Máquinas automáticas para seleção de correspondência por formato e classificação e distribuição da mesma por leitura óptica do código postal,Máquinas automáticas para seleção de correspondência por formato e classificação e distribuição da mesma por leitura óptica do código postal
84723030,"Máquinas automáticas para seleção e distribuição de encomendas, por leitura óptica do código postal","Máquinas automáticas para seleção e distribuição de encomendas, por leitura óptica do código postal"
84723090,Outras,"Reatores, caldeiras, máquinas e aparelhos mecânicos - Outras"
84729010,"Distribuidores (dispensadores) automáticos de notas (papéis-moeda), incluindo os que efetuam outras operações bancárias","Distribuidores (dispensadores) automáticos de notas (papéis-moeda), incluindo os que efetuam outras operações bancárias"
84729020,"Máquinas do tipo utilizado em caixas de banco, com dispositivo para autenticar","Máquinas do tipo utilizado em caixas de banco, com dispositivo para autenticar"
84729030,Máquinas para selecionar e contar moedas ou notas (papéis-moeda),Máquinas para selecionar e contar moedas ou notas (papéis-moeda)
84729040,"Máquinas apontadoras de lápis (apara-lápis), perfuradores, grampeadores e desgrampeadores","Máquinas apontadoras de lápis (apara-lápis), perfuradores, grampeadores e desgrampeadores"
84729051,Com capacidade de classificação superior a 400 documentos por minuto,Com capacidade de classificação superior a 400 documentos por minuto
84729059,Outras,"Reatores, caldeiras, máquinas e aparelhos mecânicos - Outras"
84729091,Máquinas para imprimir endereços ou para estampar placas de endereços,Máquinas para imprimir endereços ou para estampar placas de endereços
84729099,Outros,"Reatores, caldeiras, máquinas e aparelhos mecânicos - Outros"
84729099,Máquinas não automáticas de escrever em Braille,"Reatores, caldeiras, máquinas e aparelhos mecânicos - Máquinas não automáticas de escrever em Braille"
84732100,"-- Das calculadoras eletrônicas das subposições 8470.10, 8470.21 ou 8470.29","Reatores, caldeiras, máquinas e aparelhos mecânicos - Das calculadoras eletrônicas das subposições 8470.10, 8470.21 ou 8470.29"
84732910,"Circuitos impressos com componentes elétricos ou eletrônicos, montados, para caixas registradoras","Circuitos impressos com componentes elétricos ou eletrônicos, montados, para caixas registradoras"
84732920,De máquinas da subposição 8470.30,"Reatores, caldeiras, máquinas e aparelhos mecânicos - De máquinas da subposição 8470.30"
84732990,Outros,"Reatores, caldeiras, máquinas e aparelhos mecânicos - Outros"
84733011,"Com fonte de alimentação, mesmo com módulo display numérico","Com fonte de alimentação, mesmo com módulo display numérico"
84733019,Outros,"Reatores, caldeiras, máquinas e aparelhos mecânicos - Outros"
84733031,"Conjuntos cabeça-disco (HDA - Head Disk Assembly) de unidades de discos rígidos, montados","Conjuntos cabeça-disco (HDA - Head Disk Assembly) de unidades de discos rígidos, montados"
84733032,Braços posicionadores de cabeças magnéticas,"Reatores, caldeiras, máquinas e aparelhos mecânicos - Braços posicionadores de cabeças magnéticas"
84733033,Cabeças magnéticas,"Reatores, caldeiras, máquinas e aparelhos mecânicos - Cabeças magnéticas"
84733034,Mecanismos bobinadores para unidades de fitas magnéticas (magnetic tape transporter),Mecanismos bobinadores para unidades de fitas magnéticas (magnetic tape transporter)
84733039,Outras,"Reatores, caldeiras, máquinas e aparelhos mecânicos - Outras"
84733041,Placas-mãe (mother boards),Placas-mãe (mother boards)
84733042,Placas (módulos) de memória com uma superfície inferior ou igual a 50 cm2,Placas (módulos) de memória com uma superfície inferior ou igual a 50 cm2
84733049,Outros,"Reatores, caldeiras, máquinas e aparelhos mecânicos - Outros"
84733090,Outros,"Reatores, caldeiras, máquinas e aparelhos mecânicos - Outros"
84734010,"Circuitos impressos com componentes elétricos ou eletrônicos, montados","Circuitos impressos com componentes elétricos ou eletrônicos, montados"
84734070,Outras partes e acessórios das máquinas dos itens 8472.90.10 ou 8472.90.20,Outras partes e acessórios das máquinas dos itens 8472.90.10 ou 8472.90.20
84734090,Outros,"Reatores, caldeiras, máquinas e aparelhos mecânicos - Outros"
84734090,De máquinas de escrever ou de máquinas de tratamento de textos,De máquinas de escrever ou de máquinas de tratamento de textos
84735010,"Circuitos impressos com componentes elétricos ou eletrônicos, montados","Circuitos impressos com componentes elétricos ou eletrônicos, montados"
84735040,Cabeças magnéticas,"Reatores, caldeiras, máquinas e aparelhos mecânicos - Cabeças magnéticas"
84735050,Placas (módulos) de memória com uma superfície inferior ou igual a 50 cm2,Placas (módulos) de memória com uma superfície inferior ou igual a 50 cm2
84735090,Outros,"Reatores, caldeiras, máquinas e aparelhos mecânicos - Outros"
84741000,"- Máquinas e aparelhos para selecionar, peneirar, separar ou lavar","Reatores, caldeiras, máquinas e aparelhos mecânicos - Máquinas e aparelhos para selecionar, peneirar, separar ou lavar"
84742010,De bolas,"Reatores, caldeiras, máquinas e aparelhos mecânicos - De bolas"
84742090,Outros,"Reatores, caldeiras, máquinas e aparelhos mecânicos - Outros"
84743100,-- Betoneiras e aparelhos para amassar cimento,"Reatores, caldeiras, máquinas e aparelhos mecânicos - Betoneiras e aparelhos para amassar cimento"
84743200,-- Máquinas para misturar matérias minerais com betume,"Reatores, caldeiras, máquinas e aparelhos mecânicos - Máquinas para misturar matérias minerais com betume"
84743900,-- Outros,"Reatores, caldeiras, máquinas e aparelhos mecânicos - Outros"
84748010,Para fazer moldes de areia para fundição,"Reatores, caldeiras, máquinas e aparelhos mecânicos - Para fazer moldes de areia para fundição"
84748090,Outras,"Reatores, caldeiras, máquinas e aparelhos mecânicos - Outras"
84749000,- Partes,"Reatores, caldeiras, máquinas e aparelhos mecânicos - Partes"
84751000,"- Máquinas para montagem de lâmpadas, tubos ou válvulas, elétricos ou eletrônicos, ou de lâmpadas de luz relâmpago (flash), que tenham invólucro de vidro","Reatores, caldeiras, máquinas e aparelhos mecânicos - Máquinas para montagem de lâmpadas, tubos ou válvulas, elétricos ou eletrônicos, ou de lâmpadas de luz relâmpago (flash), que tenham invólucro de vidro"
84752100,-- Máquinas para fabricação de fibras ópticas e de seus esboços,"Reatores, caldeiras, máquinas e aparelhos mecânicos - Máquinas para fabricação de fibras ópticas e de seus esboços"
84752910,"Para fabricação de recipientes da posição 70.10, exceto ampolas","Para fabricação de recipientes da posição 70.10, exceto ampolas"
84752990,Outras,"Reatores, caldeiras, máquinas e aparelhos mecânicos - Outras"
84759000,- Partes,"Reatores, caldeiras, máquinas e aparelhos mecânicos - Partes"
84762100,-- Com dispositivo de aquecimento ou de refrigeração incorporado,"Reatores, caldeiras, máquinas e aparelhos mecânicos - Com dispositivo de aquecimento ou de refrigeração incorporado"
84762900,-- Outras,"Reatores, caldeiras, máquinas e aparelhos mecânicos - Outras"
84768100,-- Com dispositivo de aquecimento ou de refrigeração incorporado,"Reatores, caldeiras, máquinas e aparelhos mecânicos - Com dispositivo de aquecimento ou de refrigeração incorporado"
84768910,Máquinas automáticas de venda de selos postais,"Reatores, caldeiras, máquinas e aparelhos mecânicos - Máquinas automáticas de venda de selos postais"
84768990,Outras,"Reatores, caldeiras, máquinas e aparelhos mecânicos - Outras"
84769000,- Partes,"Reatores, caldeiras, máquinas e aparelhos mecânicos - Partes"
84771011,"Monocolor, para materiais termoplásticos, com capacidade de injeção inferior ou igual a 5.000 g e força de fechamento inferior ou igual a 12.000 kN","Monocolor, para materiais termoplásticos, com capacidade de injeção inferior ou igual a 5.000 g e força de fechamento inferior ou igual a 12.000 kN"
84771019,Outras,"Reatores, caldeiras, máquinas e aparelhos mecânicos - Outras"
84771021,"Monocolor, para materiais termoplásticos, com capacidade de injeção inferior ou igual a 5.000 g e
força de fechamento inferior ou igual a 12.000 kN","Monocolor, para materiais termoplásticos, com capacidade de injeção inferior ou igual a 5.000 g e
força de fechamento inferior ou igual a 12.000 kN"
84771029,Outras,"Reatores, caldeiras, máquinas e aparelhos mecânicos - Outras"
84771091,De comando numérico,"Reatores, caldeiras, máquinas e aparelhos mecânicos - De comando numérico"
84771099,Outras,"Reatores, caldeiras, máquinas e aparelhos mecânicos - Outras"
84772010,"Para materiais termoplásticos, de diâmetro da rosca inferior ou igual a 300 mm","Para materiais termoplásticos, de diâmetro da rosca inferior ou igual a 300 mm"
84772090,Outras,"Reatores, caldeiras, máquinas e aparelhos mecânicos - Outras"
84773010,"Para fabricação de recipientes termoplásticos de capacidade inferior ou igual a 5 l, com uma produção inferior ou igual a 1.000 unidades por hora, referente a recipiente de 1 l","Para fabricação de recipientes termoplásticos de capacidade inferior ou igual a 5 l, com uma produção inferior ou igual a 1.000 unidades por hora, referente a recipiente de 1 l"
84773090,Outras,"Reatores, caldeiras, máquinas e aparelhos mecânicos - Outras"
84774010,De moldar a vácuo poliestireno expandido (EPS) ou polipropileno expandido (EPP),De moldar a vácuo poliestireno expandido (EPS) ou polipropileno expandido (EPP)
84774090,Outras,"Reatores, caldeiras, máquinas e aparelhos mecânicos - Outras"
84775100,-- Para moldar ou recauchutar pneumáticos ou para moldar ou dar forma a câmaras de ar,"Reatores, caldeiras, máquinas e aparelhos mecânicos - Para moldar ou recauchutar pneumáticos ou para moldar ou dar forma a câmaras de ar"
84775911,Com capacidade inferior ou igual a 30.000 kN,"Reatores, caldeiras, máquinas e aparelhos mecânicos - Com capacidade inferior ou igual a 30.000 kN"
84775919,Outras,"Reatores, caldeiras, máquinas e aparelhos mecânicos - Outras"
84775990,Outras,"Reatores, caldeiras, máquinas e aparelhos mecânicos - Outras"
84778010,"Máquina de unir lâminas de borracha entre si ou com tecidos com borracha, para fabricação de pneumáticos","Máquina de unir lâminas de borracha entre si ou com tecidos com borracha, para fabricação de pneumáticos"
84778090,Outras,"Reatores, caldeiras, máquinas e aparelhos mecânicos - Outras"
84779000,- Partes,"Reatores, caldeiras, máquinas e aparelhos mecânicos - Partes"
84781010,Batedoras-separadoras automáticas de talos e folhas,Batedoras-separadoras automáticas de talos e folhas
84781090,Outros,"Reatores, caldeiras, máquinas e aparelhos mecânicos - Outros"
84789000,- Partes,"Reatores, caldeiras, máquinas e aparelhos mecânicos - Partes"
84791010,Automotrizes para espalhar e calcar pisos (pavimentos) betuminosos,Automotrizes para espalhar e calcar pisos (pavimentos) betuminosos
84791090,Outros,"Reatores, caldeiras, máquinas e aparelhos mecânicos - Outros"
84792000,"- Máquinas e aparelhos para extração ou preparação de óleos ou gorduras vegetais ou de origem microbiana, fixos, ou de animais","Reatores, caldeiras, máquinas e aparelhos mecânicos - Máquinas e aparelhos para extração ou preparação de óleos ou gorduras vegetais ou de origem microbiana, fixos, ou de animais"
84793000,"- Prensas para fabricação de painéis de partículas, de fibras de madeira ou de outras matérias lenhosas, e outras máquinas e aparelhos para tratamento de madeira ou de cortiça","Reatores, caldeiras, máquinas e aparelhos mecânicos - Prensas para fabricação de painéis de partículas, de fibras de madeira ou de outras matérias lenhosas, e outras máquinas e aparelhos para tratamento de madeira ou de cortiça"
84794000,- Máquinas para fabricação de cordas ou cabos,"Reatores, caldeiras, máquinas e aparelhos mecânicos - Máquinas para fabricação de cordas ou cabos"
84795000,"- Robôs industriais, não especificados nem compreendidos noutras posições","Reatores, caldeiras, máquinas e aparelhos mecânicos - Robôs industriais, não especificados nem compreendidos noutras posições"
84796000,- Aparelhos de evaporação para arrefecimento do ar,"Reatores, caldeiras, máquinas e aparelhos mecânicos - Aparelhos de evaporação para arrefecimento do ar"
84797100,-- Do tipo utilizado em aeroportos,"Reatores, caldeiras, máquinas e aparelhos mecânicos - Do tipo utilizado em aeroportos"
84797900,-- Outras,"Reatores, caldeiras, máquinas e aparelhos mecânicos - Outras"
84798110,"Diferenciadores das tensões de tração de entrada e saída da chapa, em instalações de galvanoplastia","Diferenciadores das tensões de tração de entrada e saída da chapa, em instalações de galvanoplastia"
84798190,Outros,"Reatores, caldeiras, máquinas e aparelhos mecânicos - Outros"
84798210,Misturadores,"Reatores, caldeiras, máquinas e aparelhos mecânicos - Misturadores"
84798290,Outros,"Reatores, caldeiras, máquinas e aparelhos mecânicos - Outros"
84798300,-- Prensas isostáticas a frio,"Reatores, caldeiras, máquinas e aparelhos mecânicos - Prensas isostáticas a frio"
84798911,Prensas,"Reatores, caldeiras, máquinas e aparelhos mecânicos - Prensas"
84798912,Distribuidores e doseadores de sólidos ou de líquidos,Distribuidores e doseadores de sólidos ou de líquidos
84798921,Máquinas e aparelhos para cestaria ou espartaria,"Reatores, caldeiras, máquinas e aparelhos mecânicos - Máquinas e aparelhos para cestaria ou espartaria"
84798922,"Máquinas e aparelhos para fabricação de pincéis, brochas ou escovas","Máquinas e aparelhos para fabricação de pincéis, brochas ou escovas"
84798931,Limpadores de para-brisas,"Reatores, caldeiras, máquinas e aparelhos mecânicos - Limpadores de para-brisas"
84798932,Acumuladores,"Reatores, caldeiras, máquinas e aparelhos mecânicos - Acumuladores"
84798940,"Silos metálicos para cereais, fixos (não transportáveis), incluindo as baterias, com mecanismos elevadores ou extratores incorporados","Silos metálicos para cereais, fixos (não transportáveis), incluindo as baterias, com mecanismos elevadores ou extratores incorporados"
84798991,Aparelhos para limpar peças por ultrassom,"Reatores, caldeiras, máquinas e aparelhos mecânicos - Aparelhos para limpar peças por ultrassom"
84798992,Máquinas de leme para embarcações,"Reatores, caldeiras, máquinas e aparelhos mecânicos - Máquinas de leme para embarcações"
84798999,Outros,"Reatores, caldeiras, máquinas e aparelhos mecânicos - Outros"
